loan_amnt,int_rate,annual_inc,dti,delinq_2yrs,revol_bal,total_acc,actual_default,default_probability,risk_score,risk_band,decision
25000.0,17.1,110000.0,15.57,2.0,22212.0,29.0,0,0.25,25.0,Medium Risk,Manual Review
10000.0,14.65,60000.0,32.12,0.0,30962.0,37.0,1,0.255,25.5,Medium Risk,Manual Review
11800.0,6.49,45200.0,29.42,0.0,11650.0,31.0,0,0.105,10.5,Low Risk,Approve
8500.0,12.59,30000.0,37.64,0.0,13197.0,10.0,0,0.36,36.0,Medium Risk,Manual Review
4000.0,19.47,84000.0,16.2,4.0,30756.0,26.0,0,0.27,27.0,Medium Risk,Manual Review
10500.0,15.99,34000.0,25.77,0.0,5900.0,11.0,0,0.25,25.0,Medium Risk,Manual Review
5000.0,10.99,73800.0,1.58,1.0,3271.0,18.0,0,0.125,12.5,Low Risk,Approve
8000.0,8.9,64000.0,17.96,1.0,9215.0,20.0,0,0.185,18.5,Low Risk,Approve
20000.0,13.99,68000.0,12.49,0.0,9381.0,19.0,1,0.295,29.5,Medium Risk,Manual Review
21000.0,13.35,84012.0,25.52,0.0,37739.0,33.0,0,0.265,26.5,Medium Risk,Manual Review
10000.0,7.9,60000.0,12.58,0.0,6468.0,15.0,0,0.025,2.5,Low Risk,Approve
11500.0,13.68,42000.0,15.23,0.0,5834.0,16.0,0,0.185,18.5,Low Risk,Approve
6000.0,18.2,20000.0,38.96,0.0,10549.0,37.0,0,0.395,39.5,Medium Risk,Manual Review
10800.0,7.89,72000.0,12.3,0.0,23333.0,33.0,0,0.045,4.5,Low Risk,Approve
10000.0,6.03,50000.0,7.27,0.0,4444.0,12.0,0,0.03,3.0,Low Risk,Approve
5000.0,11.48,38000.0,28.49,0.0,6038.0,53.0,0,0.21,21.0,Medium Risk,Manual Review
8375.0,12.74,16804.0,16.36,0.0,9451.0,18.0,1,0.15,15.0,Low Risk,Approve
23800.0,20.99,70000.0,22.17,0.0,44820.0,52.0,1,0.405,40.5,Medium Risk,Manual Review
6000.0,13.49,34881.96,9.83,0.0,10242.0,25.0,0,0.125,12.5,Low Risk,Approve
10000.0,12.69,151496.0,7.44,2.0,7523.0,17.0,0,0.295,29.5,Medium Risk,Manual Review
20000.0,23.43,106000.0,13.91,0.0,40497.0,19.0,1,0.37,37.0,Medium Risk,Manual Review
25000.0,5.32,100000.0,14.42,2.0,16039.0,17.0,0,0.135,13.5,Low Risk,Approve
30000.0,19.99,115000.0,15.76,0.0,10779.0,14.0,1,0.425,42.5,Medium Risk,Manual Review
13475.0,14.31,32177.6,25.61,0.0,17404.0,9.0,0,0.21,21.0,Medium Risk,Manual Review
15000.0,6.03,81200.0,12.3,0.0,9970.0,29.0,0,0.04,4.0,Low Risk,Approve
34000.0,14.08,60000.0,59.34,0.0,60580.0,30.0,0,0.205,20.5,Medium Risk,Manual Review
12775.0,7.89,91000.0,9.57,0.0,18670.0,30.0,0,0.005,0.5,Low Risk,Approve
11200.0,12.69,90000.0,18.13,0.0,5511.0,18.0,1,0.19,19.0,Low Risk,Approve
2400.0,20.0,35000.0,21.47,0.0,11090.0,27.0,0,0.215,21.5,Medium Risk,Manual Review
7000.0,12.69,53000.0,12.86,1.0,2478.0,10.0,0,0.11,11.0,Low Risk,Approve
13525.0,14.08,72000.0,18.1,1.0,15560.0,23.0,0,0.15,15.0,Low Risk,Approve
5750.0,8.18,89000.0,5.61,0.0,6015.0,15.0,0,0.07,7.0,Low Risk,Approve
15500.0,14.08,51500.0,32.39,0.0,27951.0,42.0,1,0.175,17.5,Low Risk,Approve
24000.0,7.12,112000.0,25.1,0.0,11565.0,37.0,0,0.12,12.0,Low Risk,Approve
17500.0,8.9,84000.0,7.01,0.0,14488.0,27.0,0,0.075,7.5,Low Risk,Approve
6250.0,14.09,24000.0,7.7,0.0,3282.0,22.0,0,0.115,11.5,Low Risk,Approve
35000.0,17.86,94500.0,29.46,0.0,53378.0,24.0,0,0.31,31.0,Medium Risk,Manual Review
30000.0,14.65,165000.0,25.46,0.0,29212.0,52.0,1,0.18,18.0,Low Risk,Approve
10000.0,10.16,48000.0,26.23,0.0,5603.0,17.0,0,0.2,20.0,Medium Risk,Manual Review
30000.0,22.45,82000.0,7.65,0.0,5088.0,10.0,0,0.485,48.5,Medium Risk,Manual Review
6000.0,13.33,43000.0,32.71,0.0,3492.0,37.0,0,0.215,21.5,Medium Risk,Manual Review
12000.0,13.98,39800.0,27.35,0.0,10707.0,14.0,0,0.44,44.0,Medium Risk,Manual Review
25200.0,12.49,87000.0,21.86,0.0,16054.0,37.0,1,0.285,28.5,Medium Risk,Manual Review
15450.0,6.03,75000.0,8.58,0.0,8314.0,22.0,0,0.1,10.0,Low Risk,Approve
17875.0,18.55,50000.0,33.68,0.0,5243.0,24.0,1,0.455,45.5,Medium Risk,Manual Review
8000.0,18.49,61232.0,12.11,0.0,1760.0,21.0,0,0.27,27.0,Medium Risk,Manual Review
5000.0,11.47,30000.0,12.72,0.0,5232.0,12.0,0,0.125,12.5,Low Risk,Approve
23200.0,14.65,60000.0,10.7,0.0,8466.0,15.0,0,0.4,40.0,Medium Risk,Manual Review
21000.0,13.99,145000.0,19.17,0.0,21646.0,22.0,0,0.215,21.5,Medium Risk,Manual Review
18000.0,14.09,54000.0,18.73,2.0,9424.0,17.0,0,0.23,23.0,Medium Risk,Manual Review
2000.0,14.08,40000.0,30.57,0.0,12003.0,11.0,0,0.175,17.5,Low Risk,Approve
28000.0,17.27,56500.0,29.89,0.0,18660.0,39.0,0,0.395,39.5,Medium Risk,Manual Review
17050.0,19.05,44000.0,12.74,0.0,12708.0,31.0,0,0.3,30.0,Medium Risk,Manual Review
9600.0,15.05,75000.0,28.42,0.0,17061.0,32.0,1,0.33,33.0,Medium Risk,Manual Review
10000.0,13.59,26000.0,29.78,0.0,2548.0,6.0,0,0.295,29.5,Medium Risk,Manual Review
10000.0,16.99,48880.0,6.68,1.0,7012.0,15.0,0,0.085,8.5,Low Risk,Approve
9450.0,11.14,28000.0,12.94,0.0,7785.0,25.0,0,0.16,16.0,Low Risk,Approve
20000.0,27.79,54392.0,11.4,2.0,4191.0,46.0,1,0.465,46.5,Medium Risk,Manual Review
6000.0,7.89,70000.0,17.86,0.0,7966.0,13.0,0,0.135,13.5,Low Risk,Approve
12075.0,15.31,67000.0,2.1,0.0,10080.0,22.0,1,0.375,37.5,Medium Risk,Manual Review
6500.0,12.99,88000.0,19.66,0.0,13028.0,22.0,0,0.2,20.0,Medium Risk,Manual Review
5000.0,20.49,54000.0,9.62,0.0,7733.0,16.0,1,0.165,16.5,Low Risk,Approve
20000.0,7.89,100000.0,4.82,0.0,7456.0,8.0,0,0.05,5.0,Low Risk,Approve
22500.0,6.62,84136.0,25.56,0.0,29741.0,63.0,0,0.065,6.5,Low Risk,Approve
12500.0,6.97,72000.0,12.02,1.0,0.0,43.0,0,0.085,8.5,Low Risk,Approve
1800.0,14.99,38000.0,23.53,0.0,3311.0,11.0,0,0.15,15.0,Low Risk,Approve
4700.0,13.92,27500.0,21.6,0.0,2960.0,17.0,0,0.13,13.0,Low Risk,Approve
6700.0,12.74,60500.0,26.76,0.0,5862.0,16.0,0,0.1,10.0,Low Risk,Approve
30000.0,17.57,75000.0,20.61,0.0,35420.0,28.0,0,0.32,32.0,Medium Risk,Manual Review
5000.0,11.39,28178.0,24.45,2.0,7042.0,24.0,1,0.2,20.0,Medium Risk,Manual Review
10000.0,15.41,50000.0,6.29,1.0,1731.0,15.0,1,0.36,36.0,Medium Risk,Manual Review
5000.0,11.67,45000.0,13.65,0.0,3948.0,33.0,0,0.075,7.5,Low Risk,Approve
7000.0,10.42,35000.0,21.67,0.0,4924.0,13.0,0,0.23,23.0,Medium Risk,Manual Review
30000.0,7.97,229000.0,31.65,0.0,48783.0,58.0,0,0.155,15.5,Low Risk,Approve
16000.0,13.99,44500.0,17.91,0.0,21178.0,23.0,0,0.33,33.0,Medium Risk,Manual Review
10800.0,15.22,115000.0,12.05,0.0,16247.0,38.0,0,0.11,11.0,Low Risk,Approve
14000.0,14.99,60000.0,20.62,0.0,31983.0,27.0,0,0.29,29.0,Medium Risk,Manual Review
18000.0,10.72,105000.0,14.4,0.0,16647.0,24.0,0,0.075,7.5,Low Risk,Approve
35000.0,20.49,120000.0,27.88,0.0,31717.0,26.0,1,0.575,57.5,High Risk,Reject
19475.0,18.99,72000.0,22.2,0.0,6712.0,18.0,1,0.32,32.0,Medium Risk,Manual Review
35000.0,7.99,125221.0,11.73,0.0,28252.0,35.0,0,0.05,5.0,Low Risk,Approve
10000.0,10.99,80000.0,13.53,0.0,3537.0,23.0,0,0.045,4.5,Low Risk,Approve
8100.0,13.98,67049.0,24.25,0.0,14342.0,24.0,0,0.305,30.5,Medium Risk,Manual Review
25000.0,7.89,80000.0,21.92,0.0,16607.0,24.0,0,0.07,7.0,Low Risk,Approve
12000.0,11.47,70000.0,17.17,0.0,8337.0,25.0,0,0.06,6.0,Low Risk,Approve
23000.0,17.57,102000.0,12.36,0.0,12723.0,21.0,0,0.255,25.5,Medium Risk,Manual Review
23750.0,10.91,54000.0,22.73,0.0,18939.0,28.0,0,0.095,9.5,Low Risk,Approve
4800.0,17.27,51000.0,37.48,0.0,15815.0,21.0,0,0.355,35.5,Medium Risk,Manual Review
20000.0,11.99,75000.0,23.39,0.0,22900.0,50.0,0,0.205,20.5,Medium Risk,Manual Review
22200.0,21.18,50500.0,32.44,0.0,13861.0,30.0,0,0.53,53.0,High Risk,Reject
14000.0,19.92,67484.0,26.8,0.0,12080.0,25.0,0,0.34,34.0,Medium Risk,Manual Review
28000.0,14.65,142000.0,23.32,0.0,83759.0,30.0,0,0.3,30.0,Medium Risk,Manual Review
23400.0,6.49,110000.0,9.15,0.0,19655.0,23.0,0,0.02,2.0,Low Risk,Approve
10000.0,10.99,130000.0,2.16,0.0,983.0,4.0,0,0.185,18.5,Low Risk,Approve
12000.0,13.53,52000.0,17.66,0.0,32211.0,35.0,0,0.225,22.5,Medium Risk,Manual Review
20000.0,10.99,85000.0,29.62,0.0,16135.0,43.0,0,0.135,13.5,Low Risk,Approve
18925.0,12.29,61791.0,26.14,0.0,14776.0,15.0,0,0.265,26.5,Medium Risk,Manual Review
2800.0,15.31,38070.0,15.98,1.0,3862.0,24.0,1,0.175,17.5,Low Risk,Approve
15000.0,18.55,75000.0,3.18,2.0,7925.0,13.0,0,0.265,26.5,Medium Risk,Manual Review
8000.0,12.69,86000.0,13.63,7.0,1854.0,50.0,0,0.195,19.5,Low Risk,Approve
1000.0,13.99,120000.0,10.58,2.0,2000.0,22.0,0,0.145,14.5,Low Risk,Approve
2500.0,10.16,148000.0,22.03,0.0,37256.0,47.0,0,0.115,11.5,Low Risk,Approve
24000.0,23.43,65000.0,34.27,0.0,21430.0,23.0,0,0.34,34.0,Medium Risk,Manual Review
18000.0,18.84,70000.0,29.9,0.0,18998.0,25.0,1,0.56,56.0,High Risk,Reject
20000.0,9.49,150000.0,8.63,0.0,15723.0,22.0,0,0.055,5.5,Low Risk,Approve
5000.0,11.53,54600.0,27.76,0.0,21387.0,15.0,0,0.125,12.5,Low Risk,Approve
14200.0,30.84,46000.0,27.16,0.0,19939.0,30.0,0,0.58,58.0,High Risk,Reject
19000.0,18.92,65600.0,26.58,0.0,10352.0,35.0,1,0.56,56.0,High Risk,Reject
4500.0,18.45,0.0,17.66,1.0,22843.0,27.0,0,0.29,29.0,Medium Risk,Manual Review
3000.0,6.89,56929.0,13.9,0.0,6105.0,18.0,0,0.03,3.0,Low Risk,Approve
7000.0,7.49,80000.0,13.5,0.0,8337.0,14.0,0,0.02,2.0,Low Risk,Approve
11000.0,12.29,65000.0,19.17,0.0,5468.0,56.0,0,0.155,15.5,Low Risk,Approve
8775.0,16.49,25200.0,29.62,0.0,24975.0,9.0,0,0.365,36.5,Medium Risk,Manual Review
12000.0,10.99,75000.0,9.7,0.0,14767.0,23.0,0,0.05,5.0,Low Risk,Approve
12000.0,14.08,42078.0,16.43,0.0,9101.0,14.0,1,0.145,14.5,Low Risk,Approve
10000.0,6.92,34000.0,29.4,0.0,11615.0,11.0,0,0.135,13.5,Low Risk,Approve
7125.0,9.67,24000.0,20.65,0.0,8609.0,19.0,0,0.265,26.5,Medium Risk,Manual Review
6000.0,9.67,57000.0,11.94,1.0,6376.0,18.0,0,0.07,7.0,Low Risk,Approve
19200.0,16.99,65000.0,31.84,0.0,14544.0,27.0,1,0.52,52.0,High Risk,Reject
20000.0,10.49,80000.0,19.85,1.0,20799.0,18.0,1,0.26,26.0,Medium Risk,Manual Review
16000.0,9.99,42000.0,3.12,0.0,3868.0,31.0,0,0.11,11.0,Low Risk,Approve
10000.0,14.09,30000.0,34.88,0.0,10692.0,19.0,1,0.23,23.0,Medium Risk,Manual Review
6000.0,10.15,65000.0,10.78,0.0,1798.0,30.0,0,0.11,11.0,Low Risk,Approve
7000.0,13.59,89856.0,21.93,1.0,11619.0,26.0,0,0.135,13.5,Low Risk,Approve
15000.0,18.99,70200.0,22.29,1.0,18464.0,22.0,0,0.315,31.5,Medium Risk,Manual Review
6000.0,7.97,40000.0,16.77,0.0,13190.0,30.0,0,0.165,16.5,Low Risk,Approve
3850.0,7.99,45000.0,22.05,0.0,3899.0,12.0,0,0.125,12.5,Low Risk,Approve
16650.0,7.9,60000.0,16.94,0.0,13966.0,27.0,0,0.035,3.5,Low Risk,Approve
12000.0,8.18,110752.0,22.38,0.0,14728.0,46.0,0,0.055,5.5,Low Risk,Approve
9000.0,9.76,45000.0,12.88,0.0,9700.0,26.0,0,0.125,12.5,Low Risk,Approve
29000.0,25.78,130000.0,11.79,3.0,7705.0,54.0,0,0.34,34.0,Medium Risk,Manual Review
4000.0,10.75,30000.0,16.8,0.0,7330.0,16.0,0,0.185,18.5,Low Risk,Approve
26850.0,15.61,95000.0,12.99,1.0,9326.0,36.0,0,0.2,20.0,Medium Risk,Manual Review
24000.0,14.49,77676.0,24.93,1.0,21349.0,47.0,0,0.315,31.5,Medium Risk,Manual Review
20000.0,6.24,60000.0,9.94,0.0,16806.0,21.0,0,0.025,2.5,Low Risk,Approve
13000.0,12.69,32000.0,38.9,0.0,19785.0,23.0,1,0.275,27.5,Medium Risk,Manual Review
10000.0,12.74,100000.0,14.63,0.0,37858.0,21.0,0,0.145,14.5,Low Risk,Approve
20000.0,12.69,52000.0,27.37,0.0,12524.0,31.0,0,0.195,19.5,Low Risk,Approve
22000.0,12.99,99772.0,18.82,0.0,27628.0,21.0,0,0.115,11.5,Low Risk,Approve
5000.0,16.55,35000.0,4.25,0.0,2667.0,16.0,0,0.2,20.0,Medium Risk,Manual Review
10000.0,10.49,120000.0,14.3,0.0,25700.0,37.0,0,0.085,8.5,Low Risk,Approve
3000.0,7.49,138000.0,14.85,0.0,57047.0,19.0,0,0.04,4.0,Low Risk,Approve
13700.0,13.59,50000.0,16.42,0.0,13617.0,17.0,0,0.175,17.5,Low Risk,Approve
10000.0,12.69,54339.84,7.55,0.0,9101.0,16.0,0,0.12,12.0,Low Risk,Approve
20000.0,10.75,55000.0,13.09,0.0,12508.0,22.0,0,0.155,15.5,Low Risk,Approve
5100.0,11.47,64000.0,2.59,0.0,6120.0,14.0,0,0.105,10.5,Low Risk,Approve
10000.0,10.16,48000.0,24.4,0.0,10798.0,44.0,0,0.11,11.0,Low Risk,Approve
10000.0,13.33,63000.0,5.07,0.0,6120.0,13.0,0,0.235,23.5,Medium Risk,Manual Review
15000.0,17.99,80000.0,15.41,0.0,9307.0,23.0,0,0.19,19.0,Low Risk,Approve
3800.0,15.31,74000.0,33.0,0.0,36862.0,39.0,1,0.1,10.0,Low Risk,Approve
9600.0,23.99,36000.0,28.6,0.0,2470.0,29.0,1,0.335,33.5,Medium Risk,Manual Review
15000.0,11.39,50000.0,29.54,0.0,28864.0,39.0,0,0.135,13.5,Low Risk,Approve
35000.0,20.11,150000.0,23.61,0.0,30207.0,23.0,0,0.47,47.0,Medium Risk,Manual Review
21000.0,8.49,72000.0,19.5,0.0,14066.0,37.0,0,0.2,20.0,Medium Risk,Manual Review
21000.0,10.99,68500.0,27.41,2.0,22265.0,40.0,0,0.235,23.5,Medium Risk,Manual Review
12000.0,13.67,45000.0,21.63,0.0,11346.0,16.0,0,0.19,19.0,Low Risk,Approve
12600.0,9.17,42000.0,28.4,0.0,10236.0,29.0,0,0.195,19.5,Low Risk,Approve
15000.0,12.29,65000.0,22.29,0.0,21726.0,35.0,1,0.37,37.0,Medium Risk,Manual Review
10000.0,12.69,53000.0,0.0,0.0,0.0,28.0,0,0.21,21.0,Medium Risk,Manual Review
24000.0,11.49,85500.0,20.14,0.0,21347.0,34.0,0,0.235,23.5,Medium Risk,Manual Review
5000.0,12.13,50000.0,17.4,0.0,8852.0,17.0,1,0.09,9.0,Low Risk,Approve
10000.0,5.32,75000.0,8.09,1.0,5992.0,16.0,0,0.055,5.5,Low Risk,Approve
21000.0,9.17,115000.0,19.33,2.0,117190.0,22.0,0,0.095,9.5,Low Risk,Approve
24725.0,9.99,62000.0,18.8,0.0,37066.0,21.0,0,0.195,19.5,Low Risk,Approve
19075.0,19.53,53000.0,31.54,0.0,13767.0,28.0,1,0.465,46.5,Medium Risk,Manual Review
35000.0,7.39,375000.0,12.97,0.0,102209.0,16.0,0,0.175,17.5,Low Risk,Approve
28000.0,19.72,106661.2,14.01,0.0,31490.0,23.0,0,0.41,41.0,Medium Risk,Manual Review
25000.0,20.5,88000.0,23.36,0.0,26360.0,31.0,0,0.52,52.0,High Risk,Reject
30000.0,18.25,78000.0,18.74,0.0,9322.0,18.0,0,0.37,37.0,Medium Risk,Manual Review
12375.0,18.25,53000.0,6.66,0.0,2791.0,24.0,0,0.315,31.5,Medium Risk,Manual Review
10000.0,8.9,108000.0,34.22,0.0,32107.0,40.0,0,0.15,15.0,Low Risk,Approve
2000.0,10.49,86000.0,17.95,1.0,14427.0,42.0,0,0.09,9.0,Low Risk,Approve
2000.0,12.49,31270.0,7.6,1.0,3672.0,31.0,0,0.155,15.5,Low Risk,Approve
12000.0,10.99,86300.0,9.11,2.0,9659.0,12.0,0,0.12,12.0,Low Risk,Approve
7750.0,13.53,47000.0,29.95,0.0,21642.0,17.0,1,0.22,22.0,Medium Risk,Manual Review
10000.0,7.97,113000.0,18.47,0.0,8599.0,28.0,0,0.075,7.5,Low Risk,Approve
8400.0,11.67,35845.87,20.42,0.0,2377.0,16.0,0,0.18,18.0,Low Risk,Approve
7000.0,13.49,40900.0,10.24,0.0,3515.0,16.0,0,0.085,8.5,Low Risk,Approve
6000.0,12.87,40000.0,3.45,0.0,3733.0,10.0,0,0.14,14.0,Low Risk,Approve
6000.0,9.44,40310.0,19.77,0.0,3815.0,22.0,1,0.15,15.0,Low Risk,Approve
11200.0,14.49,41600.0,10.04,0.0,11989.0,12.0,0,0.155,15.5,Low Risk,Approve
8500.0,7.97,35100.0,8.75,0.0,8304.0,22.0,0,0.105,10.5,Low Risk,Approve
4000.0,8.19,73000.0,15.5,0.0,10585.0,26.0,0,0.045,4.5,Low Risk,Approve
28000.0,16.2,135000.0,19.74,0.0,36340.0,33.0,0,0.195,19.5,Low Risk,Approve
8000.0,13.99,42000.0,28.43,0.0,11150.0,27.0,0,0.135,13.5,Low Risk,Approve
14000.0,15.05,40000.0,25.35,2.0,4005.0,18.0,0,0.3,30.0,Medium Risk,Manual Review
6000.0,6.17,80004.0,11.19,0.0,1218.0,42.0,0,0.025,2.5,Low Risk,Approve
10000.0,12.49,96000.0,12.5,0.0,9325.0,42.0,0,0.14,14.0,Low Risk,Approve
5000.0,16.99,56000.0,21.58,0.0,18305.0,25.0,0,0.15,15.0,Low Risk,Approve
17400.0,22.35,211000.0,17.64,2.0,13080.0,35.0,0,0.3,30.0,Medium Risk,Manual Review
33450.0,13.99,135000.0,24.49,0.0,27618.0,32.0,0,0.145,14.5,Low Risk,Approve
4800.0,15.23,48000.0,2.08,0.0,4025.0,4.0,1,0.16,16.0,Low Risk,Approve
7000.0,19.99,24000.0,30.9,0.0,7227.0,33.0,0,0.45,45.0,Medium Risk,Manual Review
15000.0,12.29,111000.0,3.61,0.0,14525.0,12.0,0,0.155,15.5,Low Risk,Approve
18000.0,16.99,137000.0,19.34,0.0,39724.0,18.0,0,0.245,24.5,Medium Risk,Manual Review
3600.0,10.78,44000.0,14.21,0.0,2177.0,12.0,0,0.08,8.0,Low Risk,Approve
3000.0,19.03,21000.0,2.97,0.0,1239.0,6.0,0,0.095,9.5,Low Risk,Approve
6000.0,6.11,50000.0,11.62,0.0,4681.0,9.0,0,0.065,6.5,Low Risk,Approve
35000.0,20.75,83000.0,31.74,0.0,44106.0,24.0,0,0.37,37.0,Medium Risk,Manual Review
6000.0,9.16,41600.0,18.03,0.0,0.0,14.0,0,0.215,21.5,Medium Risk,Manual Review
11000.0,10.99,70000.0,14.8,0.0,17449.0,26.0,0,0.06,6.0,Low Risk,Approve
28000.0,6.39,170000.0,8.98,0.0,15971.0,30.0,0,0.025,2.5,Low Risk,Approve
4000.0,7.9,39000.0,0.95,0.0,944.0,14.0,0,0.085,8.5,Low Risk,Approve
15000.0,15.05,103000.0,13.31,0.0,8348.0,21.0,0,0.255,25.5,Medium Risk,Manual Review
14400.0,20.99,96000.0,1.6,2.0,4589.0,14.0,0,0.28,28.0,Medium Risk,Manual Review
9600.0,18.92,90000.0,20.24,0.0,6271.0,32.0,1,0.305,30.5,Medium Risk,Manual Review
15000.0,11.39,150000.0,18.14,0.0,40919.0,19.0,0,0.16,16.0,Low Risk,Approve
25000.0,17.57,110000.0,15.54,1.0,21817.0,34.0,1,0.17,17.0,Low Risk,Approve
18000.0,14.33,60000.0,25.76,1.0,4289.0,25.0,0,0.33,33.0,Medium Risk,Manual Review
24000.0,21.45,115000.0,32.01,0.0,53239.0,53.0,0,0.47,47.0,Medium Risk,Manual Review
6000.0,12.39,42000.0,18.91,0.0,8731.0,8.0,0,0.275,27.5,Medium Risk,Manual Review
30000.0,10.99,72010.0,16.73,1.0,13967.0,28.0,1,0.215,21.5,Medium Risk,Manual Review
5000.0,22.45,60000.0,21.48,0.0,15519.0,18.0,0,0.16,16.0,Low Risk,Approve
28000.0,7.26,80000.0,14.36,0.0,18822.0,36.0,0,0.04,4.0,Low Risk,Approve
11100.0,7.89,37622.69,24.82,0.0,11121.0,9.0,0,0.225,22.5,Medium Risk,Manual Review
5500.0,6.89,98000.0,13.21,0.0,5926.0,14.0,0,0.115,11.5,Low Risk,Approve
9600.0,11.99,75000.0,10.21,5.0,4498.0,41.0,0,0.14,14.0,Low Risk,Approve
20975.0,21.49,240000.0,17.12,0.0,38466.0,41.0,0,0.225,22.5,Medium Risk,Manual Review
20000.0,15.99,72000.0,20.63,0.0,14606.0,27.0,1,0.37,37.0,Medium Risk,Manual Review
18000.0,13.49,85000.0,18.74,0.0,17558.0,17.0,0,0.32,32.0,Medium Risk,Manual Review
5500.0,29.99,33000.0,27.56,1.0,1746.0,27.0,1,0.39,39.0,Medium Risk,Manual Review
7000.0,10.64,30000.0,24.8,2.0,8226.0,43.0,0,0.195,19.5,Low Risk,Approve
28000.0,6.92,74236.0,25.22,0.0,19730.0,42.0,0,0.085,8.5,Low Risk,Approve
35000.0,13.49,87000.0,20.4,1.0,25502.0,18.0,0,0.14,14.0,Low Risk,Approve
10000.0,6.68,96000.0,23.09,0.0,19840.0,25.0,0,0.175,17.5,Low Risk,Approve
6000.0,12.79,112000.0,17.86,0.0,11184.0,32.0,1,0.095,9.5,Low Risk,Approve
25000.0,14.48,78000.0,30.6,0.0,12656.0,27.0,1,0.14,14.0,Low Risk,Approve
30000.0,15.99,86752.0,31.62,0.0,34440.0,54.0,0,0.345,34.5,Medium Risk,Manual Review
5600.0,16.99,57000.0,29.18,0.0,28370.0,26.0,0,0.255,25.5,Medium Risk,Manual Review
18000.0,15.05,71000.0,14.61,0.0,14854.0,10.0,1,0.18,18.0,Low Risk,Approve
6000.0,5.79,90000.0,16.13,0.0,19951.0,27.0,0,0.045,4.5,Low Risk,Approve
20000.0,13.98,80000.0,8.85,0.0,17169.0,43.0,0,0.15,15.0,Low Risk,Approve
3600.0,18.25,43000.0,30.64,2.0,22052.0,28.0,0,0.32,32.0,Medium Risk,Manual Review
4600.0,13.33,45000.0,2.24,0.0,2977.0,9.0,0,0.155,15.5,Low Risk,Approve
14550.0,13.67,55000.0,21.99,1.0,23668.0,25.0,0,0.11,11.0,Low Risk,Approve
10000.0,13.99,68000.0,29.05,3.0,7537.0,48.0,1,0.33,33.0,Medium Risk,Manual Review
35000.0,17.86,120000.0,18.62,0.0,71820.0,20.0,0,0.145,14.5,Low Risk,Approve
17000.0,5.32,130000.0,12.02,0.0,19522.0,18.0,0,0.045,4.5,Low Risk,Approve
35000.0,13.49,193300.0,9.01,0.0,4986.0,50.0,0,0.215,21.5,Medium Risk,Manual Review
20850.0,28.67,65000.0,8.9,0.0,21.0,13.0,1,0.275,27.5,Medium Risk,Manual Review
16950.0,17.77,50000.0,4.15,0.0,5408.0,26.0,0,0.35,35.0,Medium Risk,Manual Review
12800.0,17.09,139000.0,11.53,3.0,5988.0,33.0,0,0.3,30.0,Medium Risk,Manual Review
7000.0,7.89,24000.0,7.56,0.0,3378.0,14.0,1,0.13,13.0,Low Risk,Approve
8000.0,12.39,32000.0,30.95,0.0,1169.0,13.0,0,0.135,13.5,Low Risk,Approve
14800.0,16.77,55000.0,16.76,0.0,6941.0,29.0,1,0.385,38.5,Medium Risk,Manual Review
30000.0,14.65,300000.0,20.13,0.0,84460.0,40.0,0,0.185,18.5,Low Risk,Approve
10050.0,25.99,42000.0,22.46,1.0,15410.0,30.0,1,0.435,43.5,Medium Risk,Manual Review
20375.0,15.59,130000.0,14.26,0.0,12231.0,27.0,0,0.235,23.5,Medium Risk,Manual Review
15000.0,9.17,80000.0,17.07,0.0,20473.0,27.0,0,0.1,10.0,Low Risk,Approve
15000.0,9.75,101000.0,18.82,0.0,34351.0,49.0,0,0.065,6.5,Low Risk,Approve
9700.0,7.89,25000.0,23.91,0.0,8058.0,25.0,0,0.23,23.0,Medium Risk,Manual Review
12000.0,12.49,45000.0,20.69,0.0,4987.0,7.0,0,0.19,19.0,Low Risk,Approve
11000.0,16.99,35000.0,25.75,0.0,11003.0,22.0,0,0.33,33.0,Medium Risk,Manual Review
35000.0,13.67,64000.0,17.9,0.0,21797.0,12.0,0,0.13,13.0,Low Risk,Approve
14000.0,10.64,50000.0,21.1,0.0,9957.0,17.0,0,0.135,13.5,Low Risk,Approve
25000.0,8.39,77000.0,17.14,0.0,35703.0,51.0,0,0.125,12.5,Low Risk,Approve
15100.0,24.99,38000.0,24.16,1.0,3529.0,27.0,1,0.485,48.5,Medium Risk,Manual Review
8000.0,12.29,25000.0,26.88,0.0,7703.0,23.0,0,0.175,17.5,Low Risk,Approve
23800.0,9.75,79600.0,15.97,3.0,6481.0,17.0,0,0.18,18.0,Low Risk,Approve
16800.0,17.57,52600.0,6.89,0.0,11648.0,13.0,0,0.23,23.0,Medium Risk,Manual Review
21000.0,17.57,175000.0,14.67,0.0,13930.0,23.0,0,0.25,25.0,Medium Risk,Manual Review
5275.0,15.31,61000.0,21.7,0.0,6871.0,32.0,0,0.185,18.5,Low Risk,Approve
10000.0,14.47,115000.0,6.61,0.0,19142.0,20.0,0,0.11,11.0,Low Risk,Approve
12000.0,7.21,80000.0,11.16,0.0,4220.0,10.0,0,0.085,8.5,Low Risk,Approve
9600.0,15.61,52000.0,7.22,0.0,3998.0,12.0,0,0.21,21.0,Medium Risk,Manual Review
35000.0,15.31,88000.0,26.62,0.0,15050.0,40.0,0,0.24,24.0,Medium Risk,Manual Review
